[  155621ms] [TIMESTAMP] SidePreview @ http://127.0.0.1:5174/node_modules/.vite/deps/react-dom_client.js?v=6e7410d6:3200
[  155621ms] [TIMESTAMP] PortfolioMap @ http://127.0.0.1:5174/node_modules/.vite/deps/react-dom_client.js?v=6e7410d6:3200
[  155621ms] [TIMESTAMP] PortfolioContent @ http://127.0.0.1:5174/node_modules/.vite/deps/react-dom_client.js?v=6e7410d6:3200
[  155621ms] [TIMESTAMP] PortfolioCopy @ http://127.0.0.1:5174/node_modules/.vite/deps/react-dom_client.js?v=6e7410d6:3200
[  155621ms] [TIMESTAMP] ProjectsMemory @ http://127.0.0.1:5174/node_modules/.vite/deps/react-dom_client.js?v=6e7410d6:3200
[  155622ms] [TIMESTAMP] ProjectContributionBoard @ http://127.0.0.1:5174/node_modules/.vite/deps/react-dom_client.js?v=6e7410d6:3200
[  155622ms] [TIMESTAMP] PortfolioButtonLink @ http://127.0.0.1:5174/node_modules/.vite/deps/react-dom_client.js?v=6e7410d6:3200
[  155622ms] [TIMESTAMP] LinkGlyph @ http://127.0.0.1:5174/node_modules/.vite/deps/react-dom_client.js?v=6e7410d6:3200
[  155622ms] [TIMESTAMP] InventoryToken @ http://127.0.0.1:5174/node_modules/.vite/deps/react-dom_client.js?v=6e7410d6:3200
[  155622ms] [TIMESTAMP] HighlightText @ http://127.0.0.1:5174/node_modules/.vite/deps/react-dom_client.js?v=6e7410d6:3200
[  155622ms] [TIMESTAMP] HighlightText @ http://127.0.0.1:5174/node_modules/.vite/deps/react-dom_client.js?v=6e7410d6:3200
[  155622ms] [TIMESTAMP] ChipRow @ http://127.0.0.1:5174/node_modules/.vite/deps/react-dom_client.js?v=6e7410d6:3200
[  155622ms] [TIMESTAMP] HighlightText @ http://127.0.0.1:5174/node_modules/.vite/deps/react-dom_client.js?v=6e7410d6:3200
[  155622ms] [TIMESTAMP] ChipRow @ http://127.0.0.1:5174/node_modules/.vite/deps/react-dom_client.js?v=6e7410d6:3200
[  155622ms] [TIMESTAMP] ChipRow @ http://127.0.0.1:5174/node_modules/.vite/deps/react-dom_client.js?v=6e7410d6:3200
[  155624ms] [TIMESTAMP] ChipRow @ http://127.0.0.1:5174/node_modules/.vite/deps/react-dom_client.js?v=6e7410d6:3200
[  155624ms] [TIMESTAMP] PortfolioButtonLink @ http://127.0.0.1:5174/node_modules/.vite/deps/react-dom_client.js?v=6e7410d6:3200
[  155624ms] [TIMESTAMP] LinkGlyph @ http://127.0.0.1:5174/node_modules/.vite/deps/react-dom_client.js?v=6e7410d6:3200
[  155624ms] [TIMESTAMP] ChipRow @ http://127.0.0.1:5174/node_modules/.vite/deps/react-dom_client.js?v=6e7410d6:3200
[  155624ms] [TIMESTAMP] PortfolioButtonLink @ http://127.0.0.1:5174/node_modules/.vite/deps/react-dom_client.js?v=6e7410d6:3200
[  155624ms] [TIMESTAMP] LinkGlyph @ http://127.0.0.1:5174/node_modules/.vite/deps/react-dom_client.js?v=6e7410d6:3200
[  155642ms] [LOG]          Phaser v3.90.0 (WebGL | Web Audio)   https://phaser.io/v390 @ http://127.0.0.1:5174/node_modules/.vite/deps/phaser.js?v=6e7410d6:8455
[  155645ms] [TIMESTAMP] MemoryQuestGame @ http://127.0.0.1:5174/node_modules/.vite/deps/react-dom_client.js?v=6e7410d6:3291
[  155645ms] [TIMESTAMP] App @ http://127.0.0.1:5174/node_modules/.vite/deps/react-dom_client.js?v=6e7410d6:3291
[  155645ms] [TIMESTAMP] Remaining Effects @ http://127.0.0.1:5174/node_modules/.vite/deps/react-dom_client.js?v=6e7410d6:13177
[  155661ms] [WARNING] [JavaScript Warning: "An AudioContext was prevented from starting automatically. It must be created or resumed after a user gesture on the page." {file: "http://127.0.0.1:5174/node_modules/.vite/deps/phaser.js?v=6e7410d6" line: 116607}] @ http://127.0.0.1:5174/node_modules/.vite/deps/phaser.js?v=6e7410d6:116607
[  155664ms] [WARNING] [JavaScript Warning: "An AudioContext was prevented from starting automatically. It must be created or resumed after a user gesture on the page." {file: "http://127.0.0.1:5174/node_modules/.vite/deps/phaser.js?v=6e7410d6" line: 116607}] @ http://127.0.0.1:5174/node_modules/.vite/deps/phaser.js?v=6e7410d6:116607
[  157956ms] [WARNING] [JavaScript Warning: "WebGL warning: texImage: Alpha-premult and y-flip are deprecated for non-DOM-Element uploads."] @ :0
[  157957ms] [WARNING] [JavaScript Warning: "WebGL warning: texImage: Alpha-premult and y-flip are deprecated for non-DOM-Element uploads."] @ :0
[  157957ms] [WARNING] [JavaScript Warning: "WebGL warning: generateMipmap: Tex image TEXTURE_2D level 0 is incurring lazy initialization."] @ :0
[  157957ms] [WARNING] [JavaScript Warning: "WebGL warning: generateMipmap: Tex image TEXTURE_2D level 0 is incurring lazy initialization."] @ :0
[  157957ms] [WARNING] [JavaScript Warning: "WebGL warning: generateMipmap: Tex image TEXTURE_2D level 0 is incurring lazy initialization."] @ :0
[  157957ms] [WARNING] [JavaScript Warning: "WebGL warning: generateMipmap: Tex image TEXTURE_2D level 0 is incurring lazy initialization."] @ :0
[  157957ms] [WARNING] [JavaScript Warning: "WebGL warning: generateMipmap: Tex image TEXTURE_2D level 0 is incurring lazy initialization."] @ :0
[  157957ms] [WARNING] [JavaScript Warning: "WebGL warning: generateMipmap: Tex image TEXTURE_2D level 0 is incurring lazy initialization."] @ :0
[  157957ms] [WARNING] [JavaScript Warning: "WebGL warning: generateMipmap: Tex image TEXTURE_2D level 0 is incurring lazy initialization."] @ :0
[  157957ms] [WARNING] [JavaScript Warning: "WebGL warning: generateMipmap: Tex image TEXTURE_2D level 0 is incurring lazy initialization."] @ :0
